63102,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6335983276367,-90.1912231445313
63103,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6299018859863,-90.2164077758789
63104,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.611400604248,-90.2144622802734
63105,Saint Louis,MO,SAINT LOUIS,NULL,38.6459007263184,-90.3263626098633
63106,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6445007324219,-90.2083587646484
63107,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6653518676758,-90.2125625610352
63108,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6448020935059,-90.2519607543945
63109,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.5816535949707,-90.2947158813477
63110,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6254005432129,-90.2681350708008
63111,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.5595512390137,-90.2497406005859
63112,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6638526916504,-90.2818145751953
63113,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6300506591797,-90.2532119750977
63114,Saint Louis,MO,SAINT LOUIS,NULL,38.7023010253906,-90.3643646240234
63115,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6772003173828,-90.2419586181641
63116,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.5814018249512,-90.2685623168945
63117,Saint Louis,MO,SAINT LOUIS,NULL,38.629451751709,-90.3342132568359
63118,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.59375,-90.2220153808594
63119,Saint Louis,MO,SAINT LOUIS,NULL,38.5893020629883,-90.3481140136719
63120,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6901016235352,-90.2592086791992
63121,Saint Louis,MO,SAINT LOUIS,NULL,38.7071495056152,-90.3054656982422
63122,Saint Louis,MO,SAINT LOUIS,NULL,38.578052520752,-90.4256286621094
63123,Saint Louis,MO,SAINT LOUIS,NULL,38.547550201416,-90.3241119384766
63124,Saint Louis,MO,SAINT LOUIS,NULL,38.6371994018555,-90.3775634765625
63125,Saint Louis,MO,SAINT LOUIS,NULL,38.5221519470215,-90.302116394043
63126,Saint Louis,MO,SAINT LOUIS,NULL,38.5494537353516,-90.3810653686523
63127,Saint Louis,MO,SAINT LOUIS,NULL,38.5355033874512,-90.4070205688477
63128,Saint Louis,MO,SAINT LOUIS,NULL,38.4915046691895,-90.3771667480469
63129,Saint Louis,MO,SAINT LOUIS,NULL,38.4565544128418,-90.3282089233398
63130,Saint Louis,MO,SAINT LOUIS,NULL,38.6668510437012,-90.3225173950195
63131,Saint Louis,MO,SAINT LOUIS,NULL,38.6171035766602,-90.4503707885742
63132,Saint Louis,MO,SAINT LOUIS,NULL,38.6746025085449,-90.3747177124023
63133,Saint Louis,MO,SAINT LOUIS,NULL,38.6786499023438,-90.3051147460938
63134,Saint Louis,MO,SAINT LOUIS,NULL,38.7435493469238,-90.3409652709961
63135,Saint Louis,MO,SAINT LOUIS,NULL,38.7496490478516,-90.3012161254883
63136,Saint Louis,MO,SAINT LOUIS,NULL,38.7196006774902,-90.2699584960938
63137,Saint Louis,MO,SAINT LOUIS,NULL,38.7467994689941,-90.2131042480469
63138,Saint Louis,MO,SAINT LOUIS,NULL,38.8032989501953,-90.2065124511719
63139,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6135025024414,-90.2918167114258
63140,Saint Louis,MO,SAINT LOUIS,NULL,38.7374496459961,-90.3264617919922
63141,Saint Louis,MO,SAINT LOUIS,NULL,38.6565017700195,-90.454216003418
63143,Saint Louis,MO,SAINT LOUIS,NULL,38.6110992431641,-90.3224716186523
63144,Saint Louis,MO,SAINT LOUIS,NULL,38.6181526184082,-90.3488616943359
63145,Saint Louis,MO,SAINT LOUIS,NULL,38.6383171081543,-90.427116394043
63146,Saint Louis,MO,SAINT LOUIS,NULL,38.7032508850098,-90.4618148803711
63147,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6773986816406,-90.2196807861328
63150,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63151,Saint Louis,MO,SAINT LOUIS,NULL,38.6383171081543,-90.427116394043
63155,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63156,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63157,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63158,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63160,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63163,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63164,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63166,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63167,Saint Louis,MO,SAINT LOUIS,NULL,38.6383171081543,-90.427116394043
63169,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63171,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63177,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63178,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63179,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63180,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63182,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63188,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63190,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6199989318848,-90.1900024414063
63195,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63196,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63197,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63198,Saint Louis,MO,SAINT LOUIS,NULL,38.6383171081543,-90.427116394043
63199,Saint Louis,MO,SAINT LOUIS CITY,NULL,38.6530990600586,-90.2434616088867
63301,Saint Charles,MO,SAINT CHARLES,NULL,38.7547874450684,-90.6131286621094
63302,Saint Charles,MO,SAINT CHARLES,NULL,38.581298828125,-90.8729858398438
63303,Saint Charles,MO,SAINT CHARLES,NULL,38.759033203125,-90.5951538085938
63304,Saint Charles,MO,SAINT CHARLES,NULL,38.7315254211426,-90.7046127319336
63330,Annada,MO,PIKE,NULL,39.2536239624023,-90.8147583007813
63332,Augusta,MO,SAINT CHARLES,NULL,38.6190872192383,-90.8803176879883
63333,Bellflower,MO,MONTGOMERY,NULL,39.0343284606934,-91.3318786621094
63334,Bowling Green,MO,PIKE,NULL,39.3163681030273,-91.1748580932617
63336,Clarksville,MO,PIKE,NULL,39.3315048217773,-90.950065612793
63338,Cottleville,MO,SAINT CHARLES,NULL,38.7509498596191,-90.5367813110352
63339,Curryville,MO,PIKE,NULL,39.3333435058594,-91.1975936889648
63341,Defiance,MO,SAINT CHARLES,NULL,38.6634101867676,-90.841194152832
63342,Dutzow,MO,WARREN,NULL,38.6059684753418,-90.9962158203125
63343,Elsberry,MO,LINCOLN,NULL,39.1213912963867,-90.8482666015625
63344,Eolia,MO,PIKE,NULL,39.2802772521973,-90.9808502197266
63345,Farber,MO,AUDRAIN,NULL,39.2708930969238,-91.5574264526367
63346,Flinthill,MO,SAINT CHARLES,NULL,38.7509498596191,-90.5367813110352
63347,Foley,MO,LINCOLN,NULL,39.0815773010254,-90.7956848144531
63348,Foristell,MO,SAINT CHARLES,NULL,38.7770385742188,-90.9160995483398
63349,Hawk Point,MO,LINCOLN,NULL,38.9807815551758,-91.1272125244141
63350,High Hill,MO,MONTGOMERY,NULL,38.9090118408203,-91.3722915649414
63351,Jonesburg,MO,MONTGOMERY,NULL,38.8968963623047,-91.3262100219727
63352,Laddonia,MO,AUDRAIN,NULL,39.2430953979492,-91.6607666015625
63353,Louisiana,MO,PIKE,NULL,39.440071105957,-91.0884017944336
63357,Marthasville,MO,WARREN,NULL,38.6511573791504,-91.1515731811523
63359,Middletown,MO,MONTGOMERY,NULL,39.104549407959,-91.3828659057617
63361,Montgomery City,MO,MONTGOMERY,NULL,38.9460411071777,-91.4727554321289
63362,Moscow Mills,MO,LINCOLN,NULL,38.9482498168945,-90.913818359375
63363,New Florence,MO,MONTGOMERY,NULL,38.8926124572754,-91.453369140625
63365,New Melle,MO,SAINT CHARLES,NULL,38.7162857055664,-90.875129699707
63366,O Fallon,MO,SAINT CHARLES,NULL,38.8239440917969,-90.7427444458008
63367,Lake Saint Louis,MO,SAINT CHARLES,NULL,38.7913398742676,-90.7428436279297
63368,Ofallon,MO,SAINT CHARLES,NULL,38.75,-90.7200012207031
63369,Old Monroe,MO,LINCOLN,NULL,38.9477310180664,-90.8106002807617
63370,Olney,MO,LINCOLN,NULL,39.0775833129883,-91.2317199707031
63373,Portage Des Sioux,MO,SAINT CHARLES,NULL,38.9259185791016,-90.3863220214844
63376,Saint Peters,MO,SAINT CHARLES,NULL,38.7988204956055,-90.6236724853516
63377,Silex,MO,LINCOLN,NULL,39.0764617919922,-90.9962692260742
63378,Treloar,MO,WARREN,NULL,38.7701873779297,-91.1885833740234
63379,Troy,MO,LINCOLN,NULL,39.016300201416,-90.9402694702148
63381,Truxton,MO,LINCOLN,NULL,39.0221366882324,-90.9967880249023
63382,Vandalia,MO,AUDRAIN,NULL,39.2514038085938,-91.5308074951172
63383,Warrenton,MO,WARREN,NULL,38.8084526062012,-91.2165985107422
63384,Wellsville,MO,MONTGOMERY,NULL,39.0730628967285,-91.5335464477539
63385,Wentzville,MO,SAINT CHARLES,NULL,38.7906684875488,-90.8522262573242
63386,West Alton,MO,SAINT CHARLES,NULL,38.8327484130859,-90.4034194946289
63387,Whiteside,MO,LINCOLN,NULL,39.1855087280273,-91.0227355957031
63388,Williamsburg,MO,CALLAWAY,NULL,38.8874206542969,-91.7688903808594
63389,Winfield,MO,LINCOLN,NULL,39.0583534240723,-90.850944519043
63390,Wright City,MO,WARREN,NULL,38.7977333068848,-91.048469543457
63401,Hannibal,MO,MARION,NULL,39.7369842529297,-91.4568328857422
63430,Alexandria,MO,CLARK,NULL,40.3576431274414,-91.4588623046875
63431,Anabel,MO,MACON,NULL,39.7427787780762,-92.3279800415039
63432,Arbela,MO,SCOTLAND,NULL,40.4533348083496,-92.1473999023438
63433,Ashburn,MO,PIKE,NULL,39.5610313415527,-91.1844253540039
63434,Bethel,MO,SHELBY,NULL,39.7792892456055,-92.0697402954102
63435,Canton,MO,LEWIS,NULL,40.1075134277344,-91.705810546875
63436,Center,MO,RALLS,NULL,39.5084495544434,-91.5379333496094
63437,Clarence,MO,SHELBY,NULL,39.7429389953613,-92.2634429931641
63438,Durham,MO,LEWIS,NULL,39.975700378418,-91.6650543212891
63439,Emden,MO,SHELBY,NULL,39.7792892456055,-92.0697402954102
63440,Ewing,MO,LEWIS,NULL,40.0081443786621,-91.7102661132813
63441,Frankford,MO,PIKE,NULL,39.4665641784668,-91.3328475952148
63442,Granger,MO,SCOTLAND,NULL,40.4533348083496,-92.1473999023438
63443,Hunnewell,MO,SHELBY,NULL,39.6679496765137,-91.8585433959961
63445,Kahoka,MO,CLARK,NULL,40.4136085510254,-91.6593170166016
63446,Knox City,MO,KNOX,NULL,40.126766204834,-92.1479949951172
63447,La Belle,MO,LEWIS,NULL,40.1149826049805,-91.915397644043
63448,La Grange,MO,LEWIS,NULL,40.0599021911621,-91.7050399780273
63450,Lentner,MO,SHELBY,NULL,39.7792892456055,-92.0697402954102
63451,Leonard,MO,SHELBY,NULL,39.9093818664551,-92.2067260742188
63452,Lewistown,MO,LEWIS,NULL,40.084114074707,-91.8134536743164
63453,Luray,MO,CLARK,NULL,40.4312019348145,-91.6851043701172
63454,Maywood,MO,MARION,NULL,39.9033889770508,-91.6545791625977
63456,Monroe City,MO,MONROE,NULL,39.6240196228027,-91.762321472168
63457,Monticello,MO,LEWIS,NULL,40.0908813476563,-91.6877365112305
63458,Newark,MO,KNOX,NULL,40.126766204834,-92.1479949951172
63459,New London,MO,RALLS,NULL,39.5829734802246,-91.3823852539063
63460,Novelty,MO,KNOX,NULL,40.126766204834,-92.1479949951172
63461,Palmyra,MO,MARION,NULL,39.7945327758789,-91.6094207763672
63462,Perry,MO,RALLS,NULL,39.4228324890137,-91.6233673095703
63463,Philadelphia,MO,MARION,NULL,39.8247299194336,-91.7380218505859
63464,Plevna,MO,KNOX,NULL,40.126766204834,-92.1479949951172
63465,Revere,MO,CLARK,NULL,40.456958770752,-91.6958465576172
63466,Saint Patrick,MO,CLARK,NULL,40.4312019348145,-91.6851043701172
63467,Saverton,MO,RALLS,NULL,39.6500434875488,-91.2705001831055
63468,Shelbina,MO,SHELBY,NULL,39.7391815185547,-92.0674514770508
63469,Shelbyville,MO,SHELBY,NULL,39.7788162231445,-92.0750579833984
63471,Taylor,MO,MARION,NULL,39.9138603210449,-91.5410232543945
63472,Wayland,MO,CLARK,NULL,40.3729934692383,-91.6190338134766
63473,Williamstown,MO,LEWIS,NULL,40.1012344360352,-91.6941223144531
63474,Wyaconda,MO,CLARK,NULL,40.3921928405762,-91.9259414672852
63501,Kirksville,MO,ADAIR,NULL,40.1657180786133,-92.6095123291016
63530,Atlanta,MO,MACON,NULL,39.8964691162109,-92.4634780883789
63531,Baring,MO,KNOX,NULL,40.1496238708496,-92.3032913208008
63532,Bevier,MO,MACON,NULL,39.752571105957,-92.5769424438477
63533,Brashear,MO,ADAIR,NULL,40.1492614746094,-92.3780059814453
63534,Callao,MO,MACON,NULL,39.7406120300293,-92.6440124511719
63535,Coatsville,MO,SCHUYLER,NULL,40.4703712463379,-92.5355682373047
63536,Downing,MO,SCHUYLER,NULL,40.4703712463379,-92.5355682373047
63537,Edina,MO,KNOX,NULL,40.1614303588867,-92.2336959838867
63538,Elmer,MO,MACON,NULL,39.96044921875,-92.6849594116211
63539,Ethel,MO,MACON,NULL,39.9342651367188,-92.76806640625
63540,Gibbs,MO,ADAIR,NULL,40.191837310791,-92.6008377075195
63541,Glenwood,MO,SCHUYLER,NULL,40.4703712463379,-92.5355682373047
63543,Gorin,MO,SCOTLAND,NULL,40.4533348083496,-92.1473999023438
63544,Green Castle,MO,SULLIVAN,NULL,40.245906829834,-92.8720245361328
63545,Green City,MO,SULLIVAN,NULL,40.2181091308594,-92.9457855224609
63546,Greentop,MO,ADAIR,NULL,40.2710342407227,-92.4385452270508
63547,Hurdland,MO,KNOX,NULL,40.1557807922363,-92.2338409423828
63548,Lancaster,MO,SCHUYLER,NULL,40.4703712463379,-92.5355682373047
63549,La Plata,MO,MACON,NULL,39.9887619018555,-92.5312042236328
63551,Livonia,MO,PUTNAM,NULL,40.4658813476563,-93.0198135375977
63552,Macon,MO,MACON,NULL,39.7739791870117,-92.4517440795898
63555,Memphis,MO,SCOTLAND,NULL,40.4601287841797,-92.1982040405273
63556,Milan,MO,SULLIVAN,NULL,40.1662826538086,-93.1201324462891
63557,New Boston,MO,LINN,NULL,39.897216796875,-92.9838409423828
63558,New Cambria,MO,MACON,NULL,39.7794647216797,-92.7576370239258
63559,Novinger,MO,ADAIR,NULL,40.2549057006836,-92.7057800292969
63560,Pollock,MO,SULLIVAN,NULL,40.3585624694824,-93.0806503295898
63561,Queen City,MO,SCHUYLER,NULL,40.4097175598145,-92.569221496582
63563,Rutledge,MO,SCOTLAND,NULL,40.3068542480469,-92.0853652954102
63565,Unionville,MO,PUTNAM,NULL,40.509521484375,-93.0123291015625
63566,Winigan,MO,SULLIVAN,NULL,40.2097663879395,-93.1113128662109
63567,Worthington,MO,PUTNAM,NULL,40.4658813476563,-93.0198135375977
63601,Park Hills,MO,SAINT FRANCOIS,NULL,37.8498077392578,-90.4884872436523
63620,Annapolis,MO,IRON,NULL,37.4912986755371,-90.6645965576172
63621,Arcadia,MO,IRON,NULL,37.6036186218262,-90.6349258422852
63622,Belgrade,MO,WASHINGTON,NULL,37.7898597717285,-90.846321105957
63623,Belleview,MO,IRON,NULL,37.6656875610352,-90.8981857299805
63624,Bismarck,MO,SAINT FRANCOIS,NULL,37.7539176940918,-90.598388671875
63625,Black,MO,REYNOLDS,NULL,37.3271522521973,-91.0243377685547
63626,Blackwell,MO,SAINT FRANCOIS,NULL,38.0544242858887,-90.6279144287109
63627,Bloomsdale,MO,SAINTE GENEVIEVE,NULL,38.0232162475586,-90.2528076171875
63628,Bonne Terre,MO,SAINT FRANCOIS,NULL,37.8791961669922,-90.4879913330078
63629,Bunker,MO,REYNOLDS,NULL,37.4558410644531,-91.2074737548828
63630,Cadet,MO,WASHINGTON,NULL,38.0182647705078,-90.7288970947266
63631,Caledonia,MO,WASHINGTON,NULL,37.7772598266602,-90.8095626831055
63632,Cascade,MO,WAYNE,NULL,37.1195678710938,-90.444953918457
63633,Centerville,MO,REYNOLDS,NULL,37.2401351928711,-90.9660873413086
63636,Des Arc,MO,IRON,NULL,37.5054626464844,-90.8450469970703
63637,Doe Run,MO,SAINT FRANCOIS,NULL,37.7188873291016,-90.5294494628906
63638,Ellington,MO,REYNOLDS,NULL,37.232967376709,-90.9697647094727
63640,Farmington,MO,SAINT FRANCOIS,NULL,37.7855453491211,-90.4432983398438
63645,Fredericktown,MO,MADISON,NULL,37.4905662536621,-90.3362426757813
63646,Glover,MO,IRON,NULL,37.5054626464844,-90.8450469970703
63648,Irondale,MO,WASHINGTON,NULL,37.8213500976563,-90.6922836303711
63650,Ironton,MO,IRON,NULL,37.6168098449707,-90.5984725952148
63651,Knob Lick,MO,SAINT FRANCOIS,NULL,37.6754417419434,-90.3677139282227
63653,Leadwood,MO,SAINT FRANCOIS,NULL,37.8577194213867,-90.587890625
63654,Lesterville,MO,REYNOLDS,NULL,37.3271522521973,-91.0243377685547
63655,Marquand,MO,MADISON,NULL,37.4135894775391,-90.2361145019531
63656,Middle Brook,MO,IRON,NULL,37.5054626464844,-90.8450469970703
63660,Mineral Point,MO,WASHINGTON,NULL,37.9361114501953,-90.7424240112305
63661,New Offenburg,MO,SAINTE GENEVIEVE,NULL,37.8987197875977,-90.1919708251953
63662,Patton,MO,BOLLINGER,NULL,37.319652557373,-90.0421829223633
63663,Pilot Knob,MO,IRON,NULL,37.6170921325684,-90.6122589111328
63664,Potosi,MO,WASHINGTON,NULL,37.9853515625,-90.8200759887695
63665,Redford,MO,REYNOLDS,NULL,37.3271522521973,-91.0243377685547
63666,Reynolds,MO,REYNOLDS,NULL,37.3271522521973,-91.0243377685547
63670,Sainte Genevieve,MO,SAINTE GENEVIEVE,NULL,37.8655281066895,-90.1752471923828
63673,Saint Mary,MO,SAINTE GENEVIEVE,NULL,37.8199501037598,-90.0169219970703
63674,Tiff,MO,WASHINGTON,NULL,37.9704399108887,-90.870002746582
63675,Vulcan,MO,IRON,NULL,37.5054626464844,-90.8450469970703
63701,Cape Girardeau,MO,CAPE GIRARDEAU,NULL,37.3413963317871,-89.6110153198242
63702,Cape Girardeau,MO,CAPE GIRARDEAU,NULL,37.3506240844727,-89.509407043457
63703,Cape Girardeau,MO,CAPE GIRARDEAU,NULL,37.284366607666,-89.5714874267578
63705,Cape Girardeau,MO,CAPE GIRARDEAU,NULL,37.3661651611328,-89.6439437866211
63730,Advance,MO,STODDARD,NULL,37.0011901855469,-90.0333480834961
63732,Altenburg,MO,PERRY,NULL,37.6279067993164,-89.5745010375977
63735,Bell City,MO,STODDARD,NULL,36.9928855895996,-89.7893981933594
63736,Benton,MO,SCOTT,NULL,37.025936126709,-89.5385894775391
63737,Brazeau,MO,PERRY,NULL,37.6632537841797,-89.6529083251953
63738,Brownwood,MO,STODDARD,NULL,37.0828247070313,-89.9522552490234
63739,Burfordville,MO,CAPE GIRARDEAU,NULL,37.3535270690918,-89.7930526733398
63740,Chaffee,MO,SCOTT,NULL,37.1515121459961,-89.610466003418
63742,Commerce,MO,SCOTT,NULL,37.156982421875,-89.4483871459961
63743,Daisy,MO,CAPE GIRARDEAU,NULL,37.5157203674316,-89.826774597168
63744,Delta,MO,CAPE GIRARDEAU,NULL,37.1972808837891,-89.7394256591797
63745,Dutchtown,MO,CAPE GIRARDEAU,NULL,37.2423706054688,-89.6976776123047
63746,Farrar,MO,PERRY,NULL,37.7347755432129,-89.8116149902344
63747,Friedheim,MO,CAPE GIRARDEAU,NULL,37.5167922973633,-89.8151168823242
63748,Frohna,MO,PERRY,NULL,37.6599998474121,-89.6162490844727
63750,Gipsy,MO,BOLLINGER,NULL,37.319652557373,-90.0421829223633
63751,Glenallen,MO,BOLLINGER,NULL,37.319652557373,-90.0421829223633
63752,Gordonville,MO,CAPE GIRARDEAU,NULL,37.3092498779297,-89.6988906860352
63753,Grassy,MO,BOLLINGER,NULL,37.319652557373,-90.0421829223633
63755,Jackson,MO,CAPE GIRARDEAU,NULL,37.4342193603516,-89.6346206665039
63758,Kelso,MO,SCOTT,NULL,37.1858024597168,-89.5575256347656
63760,Leopold,MO,BOLLINGER,NULL,37.319652557373,-90.0421829223633
63763,Mc Gee,MO,WAYNE,NULL,37.1195678710938,-90.444953918457
63764,Marble Hill,MO,BOLLINGER,NULL,37.3060646057129,-89.982307434082
63766,Millersville,MO,CAPE GIRARDEAU,NULL,37.4373321533203,-89.8109512329102
63767,Morley,MO,SCOTT,NULL,37.0411033630371,-89.6076431274414
63769,Oak Ridge,MO,CAPE GIRARDEAU,NULL,37.514045715332,-89.7527160644531
63770,Old Appleton,MO,CAPE GIRARDEAU,NULL,37.5890197753906,-89.6793746948242
63771,Oran,MO,SCOTT,NULL,37.056526184082,-89.6706848144531
63772,Painton,MO,STODDARD,NULL,37.0461311340332,-89.7792510986328
63774,Perkins,MO,SCOTT,NULL,37.0563812255859,-89.5498504638672
63775,Perryville,MO,PERRY,NULL,37.7271575927734,-89.8627471923828
63776,Mc Bride,MO,PERRY,NULL,37.7347755432129,-89.8116149902344
63779,Pocahontas,MO,CAPE GIRARDEAU,NULL,37.5006561279297,-89.6395950317383
